asset,sentiment_mean,sentiment_std,news_count,positive_ratio,negative_ratio
AAPL,0.25,0.8660254037844386,3,0.6666666666666666,0.3333333333333333
MSFT,0.0,1.0606601717798212,2,0.5,0.5
