asset,exchange,timestamp,open,high,low,close,volume
TCS,NSE,2026-07-22 07:45:00+00:00,2205.0,2208.0,2204.2,2206.6,27287
TCS,NSE,2026-07-22 08:00:00+00:00,2206.6,2211.9,2205.6,2209.5,28334
TCS,NSE,2026-07-22 08:15:00+00:00,2209.5,2209.7,2206.0,2206.7,14691
TCS,NSE,2026-07-22 08:30:00+00:00,2206.7,2210.0,2205.6,2209.1,30615
TCS,NSE,2026-07-22 08:45:00+00:00,2209.1,2211.0,2207.0,2208.2,21775
TCS,NSE,2026-07-22 09:00:00+00:00,2208.2,2210.2,2207.0,2208.2,43194
TCS,NSE,2026-07-22 09:15:00+00:00,2208.2,2209.9,2206.2,2209.1,38095
TCS,NSE,2026-07-22 09:30:00+00:00,2209.0,2212.0,2207.0,2209.1,111398
TCS,NSE,2026-07-22 09:45:00+00:00,2209.1,2210.2,2205.8,2207.0,136691
TCS,NSE,2026-07-23 03:45:00+00:00,2204.0,2210.5,2193.6,2195.0,125870
TCS,NSE,2026-07-23 04:00:00+00:00,2195.1,2208.0,2194.0,2206.2,73915
TCS,NSE,2026-07-23 04:15:00+00:00,2206.1,2214.5,2205.7,2209.0,82967
TCS,NSE,2026-07-23 04:30:00+00:00,2209.1,2214.0,2206.1,2211.5,55856
TCS,NSE,2026-07-23 04:45:00+00:00,2211.6,2216.0,2209.5,2213.5,41217
TCS,NSE,2026-07-23 05:00:00+00:00,2213.5,2214.0,2210.0,2212.7,18699
TCS,NSE,2026-07-23 05:15:00+00:00,2212.8,2221.6,2212.7,2218.3,67231
TCS,NSE,2026-07-23 05:30:00+00:00,2218.6,2222.9,2214.0,2220.0,35627
TCS,NSE,2026-07-23 05:45:00+00:00,2220.0,2221.3,2212.1,2212.6,42603
TCS,NSE,2026-07-23 06:00:00+00:00,2212.7,2217.6,2211.0,2216.5,39114
TCS,NSE,2026-07-23 06:15:00+00:00,2216.8,2228.2,2216.6,2226.0,81249
TCS,NSE,2026-07-23 06:30:00+00:00,2226.0,2239.8,2225.3,2235.6,138426
TCS,NSE,2026-07-23 06:45:00+00:00,2235.8,2235.8,2226.3,2227.5,56910
TCS,NSE,2026-07-23 07:00:00+00:00,2227.5,2227.5,2220.1,2222.9,80433
